lot ID,Product ID,Option,Qty,Due date,Priority,Operation Sequence,Prev Machine,Machine ID,Moving Time,Setup Time,Processing Time,Start Time (sec),Processing Start,End Time (sec),Processing Start (raw sec),End Time (raw sec)
lot1,86A-3BF8N-CNT-SG-S,1,100,1/4/2026,1,3,,G-002,0.0,0.0,34000.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 17:26:40,28800.0,62800.0
lot2,DC-25M-S,1,500,1/2/2026,2,1,,M-0081,0.0,0.0,31000.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 16:36:40,28800.0,59800.0
lot2,DC-25M-S,1,500,1/2/2026,2,2,M-0081,M-0081,0.0,0.0,115000.0,01/01/2026 16:36:40,01/01/2026 16:36:40,01/03/2026 00:33:20,59800.0,174800.0
lot3,DCF6-8N-HC,1,120,1/5/2026,3,3,,M-0242,0.0,1800.0,36960.0,01/01/2026 19:28:20,01/01/2026 19:58:20,01/02/2026 06:14:20,71900.0,108860.0
lot4,DMAA12-8-B,2,100,1/3/2026,4,3,,DNC011,0.0,0.0,9000.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 10:30:00,28800.0,37800.0
lot5,DN-32-S,1,500,1/2/2026,5,1,,M-0083,0.0,0.0,112000.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/02/2026 15:06:40,28800.0,140800.0
lot5,DN-32-S,1,500,1/2/2026,5,2,M-0083,M-0083,0.0,0.0,199000.0,01/02/2026 15:06:40,01/02/2026 15:06:40,01/04/2026 22:23:20,140800.0,339800.0
lot6,DR4-6-M6,2,100,1/4/2026,6,4,,M-0241,0.0,0.0,29900.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 16:18:20,28800.0,58700.0
lot7,DTR12-12-6-S,4,80,1/4/2026,7,4,,M-0042,0.0,1800.0,8400.0,01/02/2026 23:18:20,01/02/2026 23:48:20,01/03/2026 02:08:20,172100.0,180500.0
lot8,G82B-3B-BOD-D-8M-S,1,500,1/2/2026,8,1,,M-0043,0.0,0.0,267500.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/04/2026 10:18:20,28800.0,296300.0
lot8,G82B-3B-BOD-D-8M-S,1,500,1/2/2026,8,2,M-0043,DNC013,1860.0,0.0,167500.0,01/04/2026 10:49:20,01/04/2026 10:49:20,01/06/2026 09:21:00,298160.0,465660.0
lot9,86A-3BF8N-CNT-SG-S,1,100,1/3/2026,9,3,,G-002,0.0,0.0,34000.0,01/01/2026 17:26:40,01/01/2026 17:26:40,01/02/2026 02:53:20,62800.0,96800.0
lot10,DC-25M-S,3,80,1/3/2026,10,4,,M-0082,0.0,0.0,10160.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 10:49:20,28800.0,38960.0
lot11,BRK-82C-AT045S-S,1,460,1/2/2026,1,1,,M-0002,0.0,0.0,87400.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/02/2026 08:16:40,28800.0,116200.0
lot12,DC-12-S,2,440,1/3/2026,2,1,,M-0041,0.0,0.0,52800.0,01/01/2026 08:00:00,01/01/2026 08:00:00,01/01/2026 22:40:00,28800.0,81600.0
lot12,DC-12-S,2,440,1/3/2026,2,2,M-0041,M-0041,0.0,0.0,52800.0,01/01/2026 22:40:00,01/01/2026 22:40:00,01/02/2026 13:20:00,81600.0,134400.0
lot13,DCF12M-8N-B,3,100,1/4/2026,3,1,,M-0082,0.0,0.0,8000.0,01/01/2026 23:02:30,01/01/2026 23:02:30,01/02/2026 01:15:50,82950.0,90950.0
lot13,DCF12M-8N-B,3,100,1/4/2026,3,2,M-0082,M-0082,0.0,0.0,7500.0,01/02/2026 01:15:50,01/02/2026 01:15:50,01/02/2026 03:20:50,90950.0,98450.0
lot13,DCF12M-8N-B,3,100,1/4/2026,3,3,M-0082,M-0082,0.0,0.0,6000.0,01/02/2026 03:20:50,01/02/2026 03:20:50,01/02/2026 05:00:50,98450.0,104450.0
lot14,DCW8-8P-PE-S,1,500,1/5/2026,4,1,,M-0121,0.0,0.0,95000.0,01/01/2026 13:03:20,01/01/2026 13:03:20,01/02/2026 15:26:40,47000.0,142000.0
lot15,DLM4-6N-MS,2,120,1/6/2026,5,1,,DNC011,0.0,1800.0,12000.0,01/01/2026 11:52:30,01/01/2026 12:22:30,01/01/2026 15:42:30,44550.0,56550.0
lot15,DLM4-6N-MS,2,120,1/6/2026,5,2,DNC011,DNC011,0.0,0.0,10800.0,01/01/2026 15:42:30,01/01/2026 15:42:30,01/01/2026 18:42:30,56550.0,67350.0
lot16,DMCT12M-16G-S,3,100,1/7/2026,6,1,,M-0242,0.0,0.0,8000.0,01/01/2026 13:30:00,01/01/2026 13:30:00,01/01/2026 15:43:20,48600.0,56600.0
lot16,DMCT12M-16G-S,3,100,1/7/2026,6,2,M-0242,M-0242,0.0,0.0,7500.0,01/01/2026 15:43:20,01/01/2026 15:43:20,01/01/2026 17:48:20,56600.0,64100.0
lot16,DMCT12M-16G-S,3,100,1/7/2026,6,3,M-0242,M-0242,0.0,0.0,6000.0,01/01/2026 17:48:20,01/01/2026 17:48:20,01/01/2026 19:28:20,64100.0,70100.0
